-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
-239.963,332.389,121.92,30.48
-235.243,242.253,121.92,30.48
-235.243,130.029,121.92,30.48
-379.714,274.604,121.92,30.48
-73.2271,-624.526,228.6,91.44
-378.688,455.992,182.88,30.48
-273.824,480.199,121.92,30.48
-238.322,211.353,121.92,30.48
-257.099,67.2241,121.92,60.96
-174.5,109.615,121.92,30.48
-109.55,-24.0276,121.92,30.48
-141.461,-147.295,121.92,30.48
53.3898,-159.566,121.92,60.96
269.172,-62.6255,121.92,91.44
537.797,-168.714,121.92,60.96
180.725,-336.157,121.92,60.96
460.329,-357.799,121.92,60.96
